date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-12-23,30.95,30.99,30.28,30.12,151291.92,-0.58,-1.88,30.758,30.366,30.001,130290.04,96020.76,94378.22,1.38
2015-12-22,31.78,31.85,30.87,30.7,116750.79,-0.53,-1.69,30.718,30.307,29.99,109451.53,87517.74,90823.32,1.07
2015-12-21,30.7,31.65,31.43,30.51,172270.81,0.73,2.38,30.54,30.195,29.957,100964.72,81965.79,88376.31,1.58
2015-12-18,30.4,31.3,30.71,30.39,95766.73,0.2,0.66,30.244,30.093,29.893,77011.29,70988.84,83504.66,0.88
2015-12-17,30.18,30.55,30.5,30.09,115369.93,0.41,1.36,30.076,30.034,29.866,68322.4,70743.5,83165.19,1.06
2015-12-16,29.98,30.2,30.08,29.9,47099.4,0.14,0.47,29.974,29.994,29.849,61751.48,65218.99,81857.53,0.43
2015-12-15,29.96,30.3,29.98,29.8,74316.71,0.02,0.07,29.896,29.993,29.855,65583.95,74137.73,83176.55,0.68
2015-12-14,29.52,29.99,29.95,29.3,52503.68,0.02,0.07,29.85,29.923,29.885,62966.86,80548.35,85828.37,0.48
2015-12-11,29.76,30.08,29.87,29.56,52322.3,-0.13,-0.43,29.942,29.79,29.924,64966.4,85732.45,89013.4,0.48
2015-12-10,29.89,30.4,29.99,29.69,82515.29,0.3,1.01,29.992,29.66,29.978,73164.6,92914.02,91302.09,0.75
2015-12-09,29.51,30.0,29.69,29.2,66261.77,-0.06,-0.2,30.014,29.636,30.013,68686.5,92735.68,93644.64,0.61
2015-12-08,30.34,30.52,29.75,29.61,61231.25,-0.71,-2.33,30.09,29.673,30.08,82691.5,94128.89,98752.37,0.56
2015-12-07,30.25,30.85,30.41,30.25,62501.37,0.27,0.9,29.996,29.718,30.142,98129.85,94786.84,106434.95,0.57
2015-12-04,30.1,30.35,30.12,29.9,93313.3,0.03,0.1,29.638,29.693,30.239,106498.51,96020.49,112186.33,0.85
2015-12-03,29.99,30.15,30.1,29.55,60124.8,0.03,0.1,29.328,29.697,30.354,112663.45,95586.89,112665.46,0.55
2015-12-02,29.34,30.09,30.07,28.88,136286.8,0.85,2.91,29.258,29.704,30.434,116784.86,98496.07,122031.15,1.25
2015-12-01,28.74,29.56,29.28,28.02,138422.97,0.68,2.38,29.256,29.716,30.509,105566.28,92215.37,123042.61,1.27
2015-11-30,28.6,28.86,28.62,27.28,104344.7,0.05,0.17,29.44,29.846,30.576,91443.83,91108.38,121709.05,0.95
2015-11-27,29.74,29.8,28.57,28.29,124137.96,-1.17,-3.93,29.748,30.058,30.695,85542.46,92294.35,124607.47,1.14
2015-11-26,30.1,30.19,29.75,29.7,80731.87,-0.31,-1.03,30.066,30.296,30.778,78510.33,89690.16,122292.32,0.74
2015-11-25,30.2,30.2,30.06,29.87,80193.91,-0.14,-0.46,30.15,30.39,30.803,80207.29,94553.6,124473.65,0.73
2015-11-24,30.2,30.38,30.2,29.93,67810.69,0.04,0.13,30.176,30.486,30.785,78864.46,103375.85,128642.53,0.62
2015-11-23,30.19,30.45,30.16,30.0,74837.85,0.01,0.03,30.252,30.566,30.745,90772.93,118083.07,129163.53,0.68
2015-11-20,30.17,30.45,30.16,30.06,88977.32,-0.01,-0.03,30.368,30.785,30.719,99046.24,128352.17,131068.9,0.81
2015-11-19,30.02,30.25,30.17,29.87,89216.67,0.0,0.0,30.526,31.011,30.695,100870.0,129744.03,131586.43,0.82
2015-11-18,30.6,30.91,30.19,30.09,73479.75,-0.36,-1.18,30.63,31.163,30.659,108899.92,145566.22,133791.27,0.67
2015-11-17,30.86,31.07,30.58,30.31,127353.05,-0.17,-0.55,30.796,31.301,30.6,127887.25,153869.84,138890.3,1.16
2015-11-16,30.25,30.8,30.74,30.0,116204.43,-0.22,-0.71,30.88,31.306,30.584,145393.21,152309.73,138579.42,1.06
2015-11-13,30.4,31.15,30.95,30.31,98096.1,0.26,0.85,31.202,31.331,30.564,157658.09,156920.59,143768.34,0.9
2015-11-12,31.07,31.16,30.69,30.12,129366.26,-0.34,-1.1,31.496,31.26,30.544,158618.05,154894.49,153950.96,1.18
2015-11-11,30.9,31.3,31.02,30.8,168416.39,0.63,2.07,31.696,31.215,30.465,182232.53,154393.7,152612.45,1.54
2015-11-10,32.07,32.45,31.0,29.7,214882.89,-1.35,-4.17,31.806,31.083,30.349,179852.44,153909.21,149162.02,1.97
2015-11-09,32.41,33.38,32.35,32.28,177528.8,-0.07,-0.22,31.732,30.924,30.268,159226.24,140243.99,146331.16,1.62
2015-11-06,32.0,32.93,32.42,31.61,102895.92,0.7,2.21,31.46,30.652,30.078,156183.09,133785.63,152571.62,0.94
2015-11-05,31.2,32.99,31.69,31.2,247438.64,0.11,0.35,31.024,30.379,29.886,151170.92,133428.84,152111.68,2.26
2015-11-04,30.16,31.73,31.57,30.16,156515.95,0.94,3.07,30.734,30.155,29.736,126554.87,122016.32,152503.04,1.43
2015-11-03,30.95,30.98,30.63,30.19,111751.89,-0.37,-1.19,30.36,29.898,29.543,127965.98,123910.76,146796.32,1.02
2015-11-02,30.2,31.59,30.99,30.0,162313.06,0.77,2.55,30.116,29.862,29.397,121261.74,124849.12,144380.04,1.48
2015-10-30,29.97,30.38,30.24,29.83,77835.05,0.01,0.03,29.844,29.796,29.259,111388.17,130616.09,139114.58,0.71
2015-10-29,30.0,30.25,30.24,29.71,124358.4,0.43,1.44,29.734,29.827,29.156,115686.77,153007.44,142716.8,1.14
2015-10-28,29.69,30.15,29.7,29.53,163571.48,0.31,1.05,29.576,29.715,29.056,117477.78,150831.2,142471.29,1.5
2015-10-27,29.48,29.63,29.41,28.73,78230.71,-0.05,-0.17,29.436,29.615,28.936,119855.55,144414.83,139034.61,0.72
2015-10-26,29.97,30.1,29.63,29.3,112945.22,-0.05,-0.17,29.608,29.611,28.88,128436.5,152418.34,141974.84,1.03
2015-10-23,29.61,29.94,29.69,29.34,99328.03,0.23,0.78,29.748,29.504,28.801,149844.01,171357.61,141103.45,0.91
2015-10-22,29.0,29.51,29.45,28.65,133313.45,0.48,1.66,29.92,29.393,28.683,190328.11,170794.52,140504.98,1.22
2015-10-21,30.38,30.48,29.0,28.68,175460.33,-1.27,-4.2,29.854,29.316,28.569,184184.61,182989.75,142413.01,1.6
2015-10-20,30.28,30.5,30.27,29.8,121135.45,-0.06,-0.2,29.794,29.188,28.538,168974.11,169681.88,141897.7,1.11
2015-10-19,30.6,30.8,30.33,29.83,219982.81,-0.22,-0.72,29.614,28.931,28.345,176400.17,163910.97,144467.18,2.01
2015-10-16,29.15,30.9,30.55,29.15,301748.53,1.44,4.95,29.26,28.721,28.153,192871.21,147613.07,143529.96,2.76
2015-10-15,28.68,29.23,29.12,28.61,102595.95,0.44,1.53,28.866,28.485,28.048,151260.92,132426.15,139061.35,0.94
2015-10-14,29.1,29.47,28.7,28.62,99407.81,-0.68,-2.31,28.778,28.396,27.957,181794.88,134111.38,138709.04,0.91
2015-10-13,28.59,29.49,29.37,28.33,158265.77,0.8,2.8,28.582,28.256,27.917,170389.65,133654.39,147475.68,1.45
2015-10-12,28.71,30.02,28.56,28.55,302337.97,-0.01,-0.04,28.248,28.149,27.828,151421.76,131531.35,148871.78,2.76
2015-10-09,28.73,28.95,28.58,28.29,93697.12,-0.07,-0.24,28.182,28.097,27.688,102354.94,110849.29,144006.01,0.86
2015-10-08,29.12,30.0,28.68,28.45,255265.73,0.96,3.46,28.104,27.972,27.598,113591.38,110215.44,161734.08,2.33
2015-09-30,27.95,28.0,27.72,27.48,42381.64,0.04,0.14,28.014,27.822,27.427,86427.89,101836.27,160652.67,0.39
2015-09-29,27.9,28.2,27.7,27.5,63426.32,-0.53,-1.88,27.93,27.888,27.406,96919.13,114113.53,168441.78,0.58
2015-09-28,28.17,28.3,28.23,27.36,57003.88,0.06,0.21,28.05,27.758,27.435,111640.94,125023.4,182142.06,0.52
2015-09-25,28.3,28.8,28.19,27.9,149879.33,-0.04,-0.14,28.012,27.584,27.387,119343.64,139446.85,191982.19,1.37
2015-09-24,27.49,28.3,28.23,27.32,119448.26,0.93,3.41,27.84,27.61,27.231,106839.51,145696.56,199790.56,1.09
2015-09-23,27.81,28.12,27.3,27.25,94837.88,-1.0,-3.53,27.63,27.517,27.039,117244.65,143306.7,216442.59,0.87
2015-09-22,28.19,28.6,28.3,27.71,137035.34,0.26,0.93,27.846,27.577,26.854,131307.93,161296.98,233503.73,1.25
2015-09-21,27.31,28.25,28.04,27.21,95517.4,0.71,2.6,27.466,27.507,26.744,138405.86,166212.21,239328.16,0.87
2015-09-18,27.5,27.59,27.33,27.0,87358.65,0.11,0.4,27.156,27.278,26.733,159550.05,177162.73,242363.13,0.8
2015-09-17,28.28,28.66,27.18,27.16,171473.98,-1.21,-4.26,27.38,27.223,26.856,184553.61,213252.71,249003.07,1.57
2015-09-16,26.49,28.78,28.38,26.02,165154.27,1.96,7.42,27.404,27.032,26.978,169368.75,219469.08,252843.48,1.51
2015-09-15,26.05,27.18,26.4,25.8,172524.98,-0.13,-0.49,27.308,26.924,27.193,191286.02,222770.03,254140.74,1.58
2015-09-14,28.3,28.4,26.49,26.2,201238.36,-1.98,-6.96,27.548,27.112,27.478,194018.56,239260.72,258434.14,1.84
2015-09-11,27.3,28.68,28.45,27.27,212376.44,1.15,4.21,27.4,27.19,27.753,194775.42,244517.54,263296.93,1.94
2015-09-10,27.35,28.09,27.3,27.1,95549.68,-0.61,-2.19,27.066,26.851,27.85,241951.81,253884.56,263517.72,0.87
2015-09-09,27.63,29.0,27.9,27.0,274740.66,0.35,1.27,26.66,26.56,28.052,269569.41,289578.48,272100.38,2.51
2015-09-08,25.59,27.99,27.6,24.96,186187.67,1.81,7.02,26.54,26.131,28.256,254254.04,305710.47,271681.35,1.7
2015-09-07,26.77,27.6,25.75,25.39,205022.66,-1.02,-3.81,26.676,25.98,28.416,284502.88,312444.11,271222.48,1.87
2015-09-02,24.35,27.05,26.78,24.35,448258.38,1.5,5.93,26.98,26.187,28.656,294259.66,307563.53,271795.56,4.1
2015-09-01,27.17,27.17,25.27,24.7,233637.7,-1.99,-7.3,26.636,26.488,28.804,265817.31,284753.43,260376.35,2.14
2015-08-31,27.82,28.0,27.3,27.08,198163.77,-0.96,-3.4,26.46,26.923,29.078,309587.54,286217.88,263826.6,1.81
2015-08-28,27.99,29.32,28.28,27.52,337431.88,1.05,3.86,25.722,27.461,29.217,357166.91,285511.45,276009.32,3.09
2015-08-27,25.41,27.3,27.27,25.31,253806.59,2.23,8.91,25.284,27.844,29.217,340385.34,277607.56,272060.69,2.32
2015-08-26,23.59,26.2,25.06,23.01,306046.59,0.98,4.07,25.394,28.315,29.238,320867.39,282076.31,268555.48,2.8
2015-08-25,23.05,25.96,24.39,22.72,452488.88,0.79,3.35,26.34,28.849,29.41,303689.56,273150.88,262669.29,4.14
2015-08-24,25.0,25.8,23.61,23.47,436060.62,-2.47,-9.47,27.386,29.543,29.562,262848.23,254622.28,259245.47,3.99
2015-08-21,27.0,27.54,26.09,26.0,253524.0,-1.72,-6.18,29.2,30.38,29.72,213855.99,237652.23,252453.88,2.32
2015-08-20,29.0,29.28,27.82,27.5,156216.88,-1.55,-5.28,30.404,30.851,29.902,214829.79,230000.86,257154.7,1.43
2015-08-19,28.44,29.98,29.79,28.15,220157.41,0.17,0.57,31.236,31.124,30.034,243285.23,236027.59,265679.84,2.01
2015-08-18,33.26,33.28,29.62,29.62,248282.22,-3.29,-10.0,31.358,31.12,30.025,242612.2,235999.28,266718.32,2.27
2015-08-17,32.0,33.06,32.68,31.3,191099.45,0.58,1.81,31.7,31.233,30.04,246396.34,241435.31,266134.28,1.75
2015-08-14,32.1,33.28,32.11,32.03,258392.97,0.13,0.41,31.56,30.973,29.879,261448.46,266507.19,271282.77,2.36
2015-08-13,30.44,32.7,31.98,30.44,298494.09,1.57,5.16,31.298,30.589,29.749,245171.92,266513.82,271210.15,2.73
2015-08-12,30.75,31.56,30.4,30.1,216792.25,-0.93,-2.97,31.012,30.161,29.55,228769.94,255034.66,267896.35,1.98
2015-08-11,31.89,32.29,31.33,31.09,267202.94,-0.62,-1.94,30.882,29.971,29.383,229386.36,252187.71,271668.36,2.44
2015-08-10,31.0,32.64,31.98,30.71,266360.06,1.18,3.83,30.766,29.581,29.321,236474.28,263868.65,279722.2,2.44
2015-08-07,30.61,31.47,30.8,30.54,177010.28,0.24,0.79,30.386,29.06,29.319,271565.91,267255.54,291398.66,1.62
2015-08-06,29.3,30.81,30.55,29.02,216484.19,0.81,2.72,29.88,28.953,29.231,287855.72,284308.54,308456.7,1.98
2015-08-05,30.57,30.74,29.75,29.51,219874.31,-1.01,-3.28,29.31,28.943,29.024,281299.37,295332.1,327741.24,2.01
2015-08-04,29.97,30.93,30.75,29.25,302642.56,0.66,2.19,29.06,28.929,28.737,274989.06,297437.37,335289.24,2.77
2015-08-03,28.2,30.11,30.08,27.69,441818.22,1.82,6.44,28.396,28.846,28.534,291263.02,290833.25,345311.17,4.04
2015-07-31,27.63,28.3,28.27,27.17,258459.31,0.54,1.95,27.734,28.785,28.417,262945.17,276058.36,339590.6,2.36
2015-07-30,28.5,29.28,27.7,27.56,183702.44,-0.8,-2.81,28.026,28.908,28.354,280761.36,275906.48,343692.67,1.68
2015-07-29,27.65,28.5,28.5,26.7,188322.75,1.09,3.98,28.576,28.938,28.354,309364.83,280758.05,350794.86,1.72
2015-07-28,26.0,28.07,27.43,24.58,384012.38,0.66,2.46,28.798,28.794,28.373,319885.69,291149.02,358342.7,3.51
2015-07-27,29.0,30.16,26.77,26.77,300228.97,-2.97,-9.99,29.296,29.061,28.588,290403.49,295575.74,356626.9,2.75
2015-07-24,30.24,31.47,29.73,29.2,347540.25,-0.69,-2.27,29.836,29.577,28.695,289171.54,315541.79,364722.26,3.18
2015-07-23,29.97,30.6,30.45,29.61,326719.81,0.84,2.84,29.79,29.509,28.648,271051.61,332604.86,368794.31,2.99
2015-07-22,29.78,30.14,29.61,28.91,240927.05,-0.32,-1.07,29.3,29.105,28.704,252151.27,360150.37,369230.62,2.2
2015-07-21,28.96,30.43,29.92,28.48,236601.36,0.45,1.53,28.79,28.545,28.939,262412.35,373141.1,377168.98,2.16
2015-07-20,29.51,30.12,29.47,28.5,294069.25,0.0,0.0,28.826,28.221,29.117,300748.0,399789.09,381878.04,2.69
2015-07-17,28.08,29.94,29.5,28.08,256940.56,1.47,5.24,29.318,28.048,29.243,341912.03,403122.84,381867.63,2.35
2015-07-16,27.06,28.88,28.0,27.05,232218.11,0.95,3.51,29.228,27.799,29.47,394158.12,411478.86,386141.49,2.12
2015-07-15,29.5,29.5,27.06,27.05,292232.47,-2.99,-9.95,28.91,27.77,29.826,468149.48,420831.66,399814.92,2.67
2015-07-14,30.98,31.99,30.1,30.01,428279.59,-1.83,-5.73,28.3,27.952,30.283,483869.86,425536.39,418525.06,3.92
2015-07-13,29.1,31.95,31.93,29.1,499889.44,2.88,9.91,27.616,28.115,30.79,498830.19,417678.06,436226.51,4.57
2015-07-10,26.99,29.05,29.05,26.68,518171.0,2.64,10.0,26.778,27.812,31.069,464333.65,413902.73,438895.71,4.74
2015-07-09,24.01,26.41,26.41,22.91,602174.88,2.4,10.0,26.37,27.787,31.496,428799.59,404983.76,440016.52,5.51
2015-07-08,24.01,24.35,24.01,24.01,370834.38,-2.67,-10.01,26.63,28.302,31.971,373513.85,378310.88,431977.55,3.39
2015-07-07,27.0,27.64,26.68,25.09,503081.25,-1.06,-3.82,27.604,29.332,32.52,367202.91,381196.85,434957.87,4.6
2015-07-06,29.71,29.71,27.74,25.89,327406.75,0.73,2.7,28.614,30.012,32.884,336525.94,363966.99,431630.28,2.99
2015-07-03,27.75,29.0,27.01,25.92,340500.69,-0.74,-2.67,28.846,30.437,33.107,363471.81,360612.42,427432.47,3.11
2015-07-02,29.52,29.98,27.71,26.93,325746.19,-1.27,-4.38,29.204,31.141,33.337,381167.93,360804.13,421684.21,2.98
2015-07-01,31.48,32.77,28.88,28.81,339279.69,-2.82,-8.9,29.974,31.881,33.517,383107.9,378798.18,415290.82,3.1
2015-06-30,28.8,31.74,31.73,28.02,349696.38,2.83,9.79,31.06,32.614,33.668,395190.79,411513.73,408517.35,3.2
2015-06-29,29.98,29.99,28.9,26.05,462136.12,0.08,0.28,31.41,33.464,33.671,391408.03,454774.95,402371.38,4.23
2015-06-26,30.9,30.9,28.8,28.4,428981.25,-2.75,-8.72,32.028,34.326,33.725,357753.03,463888.68,391857.94,3.92
2015-06-25,33.99,34.14,31.56,31.13,335446.06,-2.73,-7.96,33.078,35.205,33.813,340440.34,475049.28,386204.23,3.07
2015-06-24,33.38,34.82,34.31,33.01,399694.16,0.83,2.48,33.788,35.64,33.91,374488.47,485644.23,381656.25,3.66
2015-06-23,32.01,33.6,33.48,29.65,330782.56,1.53,4.79,34.168,35.708,33.889,427836.66,488718.88,378947.84,3.03
2015-06-19,33.4,34.02,31.99,31.31,293861.12,-2.06,-6.05,35.518,35.756,33.892,518141.87,499293.57,375318.48,2.69
2015-06-18,34.92,36.15,34.05,34.0,342417.78,-1.09,-3.1,36.624,35.777,33.944,570024.34,494252.52,376815.56,3.13
2015-06-17,36.0,36.15,35.11,33.12,505686.72,-1.1,-3.04,37.332,35.533,33.921,609658.23,482564.29,377114.19,4.62
2015-06-16,39.38,39.38,36.21,36.21,666435.12,-4.02,-9.99,37.492,35.152,33.692,596799.99,451783.45,370428.14,6.09
2015-06-15,38.0,41.26,40.23,36.95,782308.62,2.71,7.22,37.248,34.721,33.306,549601.09,405520.97,346869.38,7.15
2015-06-12,38.9,39.45,37.52,37.35,553273.44,-0.07,-0.19,35.994,33.877,32.684,480445.26,349967.8,316125.34,5.06
2015-06-11,35.92,38.51,37.59,35.74,540587.25,1.68,4.68,34.93,33.124,32.17,418480.7,319827.19,295975.87,4.94
2015-06-10,34.99,36.63,35.91,34.02,441395.53,0.92,2.63,33.734,32.421,31.65,355470.35,297359.17,277085.1,4.04
2015-06-09,33.96,35.1,34.99,32.76,430440.62,1.03,3.03,32.812,32.18,31.254,306766.9,277668.28,263877.65,3.94
2015-06-08,32.85,35.1,33.96,32.85,436529.47,1.76,5.47,32.194,32.069,30.947,261440.84,269176.8,255713.47,3.99
2015-06-05,31.94,32.75,32.2,31.5,243450.62,0.59,1.87,31.76,32.028,30.612,219490.34,251343.39,242138.04,2.23
2015-06-04,31.3,31.8,31.61,29.0,225535.53,0.31,0.99,31.318,32.11,30.334,221173.69,259378.61,235972.6,2.06
2015-06-03,31.9,31.91,31.3,30.51,197878.28,-0.6,-1.88,31.108,32.308,30.063,239247.99,271664.09,230069.85,1.81
2015-06-02,31.7,32.53,31.9,31.1,203810.31,0.11,0.35,31.548,32.232,29.848,248569.65,289072.84,229777.68,1.86
2015-06-01,29.99,32.0,31.79,29.7,226776.94,1.8,6.0,31.944,31.891,29.614,276912.75,288217.8,226707.68,2.07
2015-05-29,30.41,31.0,29.99,29.02,251867.38,-0.57,-1.86,32.296,31.491,29.459,283196.45,282282.88,226694.35,2.3
2015-05-28,32.98,33.85,30.56,30.5,315907.06,-2.94,-8.78,32.902,31.215,29.341,297583.53,272124.56,222855.09,2.89
2015-05-27,33.88,33.89,33.5,32.83,244486.55,-0.38,-1.12,33.508,30.878,29.21,304080.19,256811.02,219870.17,2.24
2015-05-26,33.59,33.99,33.88,32.66,345525.84,0.33,0.98,32.916,30.327,28.845,329576.03,250087.02,215793.39,3.16
2015-05-25,32.87,34.79,33.55,32.61,258195.42,0.53,1.6,31.838,29.825,28.515,299522.84,242250.14,207589.12,2.36
2015-05-22,34.7,34.99,33.02,32.3,323802.78,-0.57,-1.7,30.686,29.195,28.178,281369.32,232932.68,201311.17,2.96
2015-05-21,30.57,33.59,33.59,30.57,348390.34,3.05,9.99,29.528,28.557,27.878,246665.58,212566.59,193829.79,3.19
2015-05-20,29.52,31.34,30.54,29.52,371965.78,2.05,7.2,28.248,27.818,27.545,209541.85,188475.6,184113.29,3.4
2015-05-19,27.76,28.94,28.49,27.5,195259.88,0.7,2.52,27.738,27.464,27.336,170598.0,170482.51,173209.24,1.79
2015-05-18,27.03,27.95,27.79,26.82,167427.81,0.56,2.06,27.812,27.337,27.192,184977.44,165197.57,174689.88,1.53
2015-05-15,27.12,27.65,27.23,26.71,150284.09,0.04,0.15,27.704,27.426,27.146,184496.05,171105.82,180780.11,1.37
2015-05-14,27.94,27.94,27.19,26.93,162771.7,-0.8,-2.86,27.586,27.466,27.132,178467.6,173585.62,185796.19,1.49
2015-05-13,28.75,28.75,27.99,27.82,177246.53,-0.87,-3.02,27.388,27.542,27.071,167409.35,182929.32,188922.96,1.62
2015-05-12,27.3,28.97,28.86,27.26,267157.09,1.61,5.91,27.19,27.362,26.965,170367.02,181499.77,190915.76,2.44
2015-05-11,25.98,27.32,27.25,25.83,165020.84,0.61,2.29,26.862,27.205,26.78,145417.7,172928.1,185331.39,1.51
2015-05-08,26.5,26.87,26.64,26.1,120141.82,0.44,1.68,27.148,27.161,26.66,157715.59,169689.66,182157.24,1.1
2015-05-07,26.51,27.08,26.2,26.02,107480.48,-0.8,-2.96,27.346,27.199,26.554,168703.64,175092.99,183832.61,0.98
2015-05-06,27.5,28.08,27.0,26.5,192034.88,-0.22,-0.81,27.696,27.272,26.508,198449.28,179750.97,190429.67,1.76
2015-05-05,28.0,28.49,27.22,26.88,142410.48,-1.46,-5.09,27.534,27.207,26.454,192632.51,175935.96,188908.98,1.3
2015-05-04,27.25,29.35,28.68,26.62,226510.28,1.05,3.8,27.548,27.046,26.387,200438.5,184182.19,192201.69,2.07
2015-04-30,27.92,28.47,27.63,27.45,175082.06,-0.32,-1.15,27.174,26.865,26.186,181663.74,190454.4,187134.07,1.6
2015-04-29,26.34,27.99,27.95,26.16,256208.7,1.76,6.72,27.052,26.797,26.03,181482.34,198006.77,185084.68,2.34
