date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-01-28,2.91,2.92,2.7,2.66,975931.38,-0.25,-8.47,2.98,3.064,3.22,919520.54,903940.51,1081262.27,0.62
2016-01-27,2.95,2.98,2.95,2.84,1037019.94,0.03,1.03,3.054,3.123,3.266,899176.18,904669.81,1060979.42,0.66
2016-01-26,3.11,3.14,2.97,2.83,1138881.38,-0.17,-5.41,3.098,3.153,3.301,895691.2,926658.2,1036461.74,0.72
2016-01-25,3.17,3.19,3.14,3.12,637137.25,0.0,0.0,3.146,3.179,3.334,861275.19,911040.69,1017053.97,0.4
2016-01-22,3.11,3.16,3.14,3.02,808632.75,0.08,2.61,3.148,3.196,3.363,863029.12,1043686.53,1009426.66,0.51
2016-01-21,3.11,3.18,3.07,3.05,874209.56,-0.1,-3.15,3.148,3.237,3.392,888360.47,1232719.68,1005292.63,0.56
2016-01-20,3.17,3.27,3.17,3.14,1019595.06,-0.04,-1.25,3.192,3.257,3.427,910163.44,1196443.04,1011590.12,0.65
2016-01-19,3.16,3.23,3.21,3.13,966801.31,0.07,2.23,3.208,3.302,3.461,957625.2,1278407.69,1032252.46,0.61
2016-01-18,3.12,3.18,3.15,3.08,645906.94,0.02,0.64,3.212,3.315,3.491,960806.19,1296651.91,1046447.94,0.41
2016-01-15,3.25,3.26,3.14,3.12,935289.5,-0.15,-4.56,3.244,3.327,3.519,1224343.93,1301498.52,1048504.86,0.59
2016-01-14,3.12,3.34,3.29,3.09,983224.38,0.05,1.54,3.326,3.375,3.55,1577078.88,1258584.04,1059582.32,0.62
2016-01-13,3.27,3.44,3.25,3.21,1256903.88,0.02,0.62,3.322,3.409,3.57,1482722.64,1217289.04,1035264.96,0.8
2016-01-12,3.31,3.34,3.23,3.13,982706.25,-0.08,-2.42,3.396,3.449,3.59,1599190.19,1146265.28,1002242.86,0.62
2016-01-11,3.49,3.49,3.31,3.28,1963595.62,-0.24,-6.76,3.418,3.488,3.616,1632497.64,1123067.25,997229.03,1.25
2016-01-08,3.38,3.6,3.55,3.27,2698964.25,0.28,8.56,3.41,3.529,3.632,1378653.11,975166.8,939787.66,1.71
2016-01-07,3.52,3.56,3.27,3.26,511443.19,-0.35,-9.67,3.424,3.547,3.635,940089.21,777865.58,837602.87,0.32
2016-01-06,3.37,3.66,3.62,3.32,1839241.62,0.28,8.38,3.496,3.596,3.655,951855.44,826737.2,836304.37,1.17
2016-01-05,3.19,3.41,3.34,3.12,1149243.5,0.08,2.45,3.502,3.619,3.659,693340.37,786097.23,781868.25,0.73
2016-01-04,3.62,3.63,3.27,3.25,694373.0,-0.34,-9.42,3.558,3.666,3.681,613636.87,796243.96,754073.11,0.44
2015-12-31,3.63,3.67,3.62,3.61,506144.72,-0.02,-0.55,3.648,3.71,3.709,571680.48,795511.21,762257.94,0.32
2015-12-30,3.66,3.68,3.63,3.6,570274.38,-0.02,-0.55,3.67,3.725,3.722,615641.96,860580.6,781978.68,0.36
2015-12-29,3.6,3.66,3.65,3.59,546666.25,0.03,0.83,3.696,3.73,3.734,701618.95,853240.88,811209.92,0.35
2015-12-28,3.71,3.73,3.62,3.61,750726.0,-0.09,-2.43,3.736,3.731,3.739,878854.1,858220.44,819967.98,0.48
